Date,Close
2025-02-18,2254.384521484375
2025-02-19,2209.61083984375
2025-02-20,2207.303466796875
2025-02-21,2201.01953125
2025-02-24,2200.822998046875
2025-02-25,2218.349609375
2025-02-27,2204.259521484375
2025-02-28,2150.55126953125
2025-03-03,2137.39404296875
2025-03-04,2118.24755859375
2025-03-05,2131.110107421875
2025-03-06,2178.73095703125
2025-03-07,2164.592041015625
2025-03-10,2207.009033203125
2025-03-11,2176.76708984375
2025-03-12,2153.153076171875
2025-03-13,2135.38134765625
2025-03-17,2131.8955078125
2025-03-18,2131.8955078125
2025-03-19,2160.173583984375
2025-03-20,2201.755859375
2025-03-21,2205.487060546875
2025-03-24,2215.3056640625
2025-03-25,2230.13232421875
2025-03-26,2205.241455078125
2025-03-27,2203.965087890625
2025-03-28,2217.90771484375
2025-04-01,2193.361083984375
2025-04-02,2197.33740234375
2025-04-03,2203.866943359375
2025-04-04,2203.866943359375
2025-04-07,2208.62890625
2025-04-08,2247.7568359375
2025-04-09,2307.405517578125
2025-04-11,2323.2626953125
2025-04-15,2318.697265625
2025-04-16,2323.704833984375
2025-04-17,2331.95263671875
2025-04-21,2308.387451171875
2025-04-22,2355.22314453125
2025-04-23,2379.8681640625
2025-04-24,2283.1533203125
2025-04-25,2289.92822265625
2025-04-28,2276.574951171875
2025-04-29,2279.618408203125
2025-04-30,2299.64892578125
2025-05-02,2276.574951171875
2025-05-05,2306.031005859375
2025-05-06,2338.629150390625
2025-05-07,2327.828857421875
2025-05-08,2312.216796875
2025-05-09,2290.615478515625
2025-05-12,2339.316650390625
2025-05-13,2317.224365234375
2025-05-14,2307.896484375
2025-05-15,2312.51123046875
2025-05-16,2338.236328125
2025-05-19,2339.512939453125
2025-05-20,2298.667236328125
2025-05-21,2321.053466796875
2025-05-22,2288.45556640625
2025-05-23,2316.438720703125
2025-05-26,2350.706298828125
2025-05-27,2337.058349609375
2025-05-28,2319.188232421875
2025-05-29,2323.802978515625
2025-05-30,2305.736572265625
2025-06-02,2328.6142578125
2025-06-03,2309.6640625
2025-06-04,2321.642822265625
2025-06-05,2333.3271484375
2025-06-06,2346.484375
2025-06-09,2349.822509765625
2025-06-10,2351.786376953125
2025-06-11,2333.3271484375
2025-06-12,2290.419189453125
2025-06-13,2276.967529296875
2025-06-16,2285.215087890625
2025-06-17,2286.3935546875
2025-06-18,2255.660888671875
2025-06-19,2252.616943359375
2025-06-20,2264.399658203125
2025-06-23,2257.35498046875
2025-06-24,2245.44873046875
2025-06-25,2260.9267578125
2025-06-26,2263.010498046875
2025-06-27,2288.90673828125
2025-06-30,2276.702880859375
2025-07-01,2277.595703125
2025-07-02,2289.10546875
2025-07-03,2295.356201171875
2025-07-04,2321.05419921875
2025-07-07,2391.599609375
2025-07-08,2374.03759765625
2025-07-09,2404.498046875
2025-07-10,2389.615234375
2025-07-11,2499.947998046875
2025-07-14,2496.971435546875
2025-07-15,2507.19091796875
2025-07-16,2497.963623046875
2025-07-17,2490.224365234375
2025-07-18,2470.181884765625
2025-07-21,2445.674560546875
2025-07-22,2460.359130859375
2025-07-23,2431.28759765625
2025-07-24,2418.785888671875
2025-07-25,2396.560546875
2025-07-28,2422.556396484375
2025-07-29,2434.462890625
2025-07-30,2418.388916015625
2025-07-31,2501.535400390625
2025-08-01,2533.781982421875
2025-08-04,2523.85986328125
2025-08-05,2514.93017578125
2025-08-06,2515.8232421875
2025-08-07,2497.8642578125
2025-08-08,2479.11181640625
2025-08-11,2498.757080078125
2025-08-12,2464.42724609375
2025-08-13,2475.63916015625
2025-08-14,2461.252197265625
2025-08-18,2548.06982421875
2025-08-19,2584.4833984375
2025-08-20,2648.9765625
2025-08-21,2627.346435546875
2025-08-22,2609.387451171875
2025-08-25,2611.074462890625
2025-08-26,2671.5986328125
2025-08-28,2633.696533203125
2025-08-29,2639.054443359375
2025-09-01,2628.834716796875
2025-09-02,2656.120361328125
2025-09-03,2643.916015625
2025-09-04,2645.801513671875
2025-09-05,2612.860107421875
2025-09-08,2603.434326171875
2025-09-09,2621.393310546875
2025-09-10,2622.881591796875
2025-09-11,2601.54931640625
2025-09-12,2560.372802734375
2025-09-15,2560.868896484375
2025-09-16,2560.769775390625
2025-09-17,2549.656982421875
2025-09-18,2566.623779296875
2025-09-19,2539.635986328125
2025-09-22,2552.1376953125
2025-09-23,2502.527587890625
2025-09-24,2529.61474609375
2025-09-25,2518.502197265625
2025-09-26,2492.208740234375
2025-09-29,2478.4169921875
2025-09-30,2494.788330078125
2025-10-01,2516.41845703125
2025-10-03,2525.050537109375
2025-10-06,2521.974853515625
2025-10-07,2497.566650390625
2025-10-08,2480.60009765625
2025-10-09,2497.963623046875
2025-10-10,2509.17529296875
2025-10-13,2473.35693359375
2025-10-14,2482.782958984375
2025-10-15,2499.3525390625
2025-10-16,2541.52099609375
2025-10-17,2583.391845703125
2025-10-20,2574.164306640625
2025-10-21,2571.485595703125
2025-10-23,2581.308349609375
2025-10-24,2496.772705078125
2025-10-27,2492.208740234375
2025-10-28,2477.62353515625
2025-10-29,2468.693603515625
2025-10-30,2450.337890625
2025-10-31,2446.269775390625
2025-11-03,2440.812744140625
2025-11-04,2426.624267578125
2025-11-06,2417.0
2025-11-07,2414.0
2025-11-10,2408.800048828125
2025-11-11,2427.5
2025-11-12,2424.5
2025-11-13,2407.60009765625
2025-11-14,2427.699951171875
2025-11-17,2425.0
2025-11-18,2404.0
2025-11-19,2441.60009765625
2025-11-20,2428.39990234375
2025-11-21,2433.699951171875
2025-11-24,2424.199951171875
2025-11-25,2414.10009765625
2025-11-26,2425.199951171875
2025-11-27,2451.699951171875
2025-11-28,2466.60009765625
2025-12-01,2464.5
2025-12-02,2477.800048828125
2025-12-03,2448.0
2025-12-04,2462.199951171875
2025-12-05,2338.60009765625
2025-12-08,2314.0
2025-12-09,2306.5
2025-12-10,2301.699951171875
2025-12-11,2305.60009765625
2025-12-12,2260.60009765625
2025-12-15,2293.5
2025-12-16,2281.10009765625
2025-12-17,2275.60009765625
2025-12-18,2265.5
2025-12-19,2280.0
2025-12-22,2289.5
2025-12-23,2302.60009765625
2025-12-24,2282.199951171875
2025-12-26,2285.39990234375
2025-12-29,2293.300048828125
2025-12-30,2290.199951171875
2025-12-31,2315.89990234375
2026-01-01,2323.0
2026-01-02,2348.0
2026-01-05,2384.10009765625
2026-01-06,2424.699951171875
2026-01-07,2399.39990234375
