Date,Close
2025-02-17,1097.683349609375
2025-02-18,1100.605224609375
2025-02-19,1091.96337890625
2025-02-20,1092.854736328125
2025-02-21,1096.9156494140625
2025-02-24,1099.6146240234375
2025-02-25,1114.4715576171875
2025-02-27,1128.2391357421875
2025-02-28,1084.38623046875
2025-03-03,1082.35595703125
2025-03-04,1063.0169677734375
2025-03-05,1088.0262451171875
2025-03-06,1090.106201171875
2025-03-07,1108.5535888671875
2025-03-10,1113.481201171875
2025-03-11,1114.966796875
2025-03-12,1087.283447265625
2025-03-13,1085.525390625
2025-03-17,1076.809326171875
2025-03-18,1076.809326171875
2025-03-19,1081.5882568359375
2025-03-20,1100.1842041015625
2025-03-21,1123.6087646484375
2025-03-24,1120.9840087890625
2025-03-25,1116.675537109375
2025-03-26,1111.02978515625
2025-03-27,1110.3365478515625
2025-03-28,1114.64501953125
2025-04-01,1106.349853515625
2025-04-02,1094.8109130859375
2025-04-03,1112.1192626953125
2025-04-04,1120.2906494140625
2025-04-07,1113.7783203125
2025-04-08,1126.8525390625
2025-04-09,1161.2464599609375
2025-04-11,1169.4425048828125
2025-04-15,1172.6614990234375
2025-04-16,1180.2880859375
2025-04-17,1196.7794189453125
2025-04-21,1188.2613525390625
2025-04-22,1192.173828125
2025-04-23,1205.0992431640625
2025-04-24,1205.0001220703125
2025-04-25,1195.244140625
2025-04-28,1191.5299072265625
2025-04-29,1182.3680419921875
2025-04-30,1182.7147216796875
2025-05-02,1154.7835693359375
2025-05-05,1153.000732421875
2025-05-06,1167.015869140625
2025-05-07,1158.0521240234375
2025-05-08,1159.191162109375
2025-05-09,1151.614013671875
2025-05-12,1180.5357666015625
2025-05-13,1173.800537109375
2025-05-14,1173.8995361328125
2025-05-15,1187.6175537109375
2025-05-16,1192.9166259765625
2025-05-19,1192.42138671875
2025-05-20,1168.00634765625
2025-05-21,1184.893798828125
2025-05-22,1169.591064453125
2025-05-23,1195.6898193359375
2025-05-26,1215.3011474609375
2025-05-27,1218.718017578125
2025-05-28,1197.9678955078125
2025-05-29,1205.8917236328125
2025-05-30,1186.6766357421875
2025-06-02,1191.678466796875
2025-06-03,1184.2994384765625
2025-06-04,1187.3204345703125
2025-06-05,1189.202392578125
2025-06-06,1197.0765380859375
2025-06-09,1196.135498046875
2025-06-10,1204.1087646484375
2025-06-11,1198.0670166015625
2025-06-12,1181.42724609375
2025-06-13,1177.0692138671875
2025-06-16,1183.5072021484375
2025-06-17,1169.73974609375
2025-06-18,1159.24072265625
2025-06-19,1148.3951416015625
2025-06-20,1168.947265625
2025-06-23,1168.303466796875
2025-06-24,1171.62158203125
2025-06-25,1190.7374267578125
2025-06-26,1204.1087646484375
2025-06-27,1217.628662109375
2025-06-30,1220.897216796875
2025-07-01,1193.5604248046875
2025-07-02,1182.61572265625
2025-07-03,1182.813720703125
2025-07-04,1189.9752197265625
2025-07-07,1204.5465087890625
2025-07-08,1202.457763671875
2025-07-09,1207.3812255859375
2025-07-10,1194.2520751953125
2025-07-11,1195.29638671875
2025-07-14,1190.02490234375
2025-07-15,1201.662109375
2025-07-16,1223.394775390625
2025-07-17,1217.9739990234375
2025-07-18,1229.4619140625
2025-07-21,1229.660888671875
2025-07-22,1215.1890869140625
2025-07-23,1219.6649169921875
2025-07-24,1154.8150634765625
2025-07-25,1131.192626953125
2025-07-28,1108.6641845703125
2025-07-29,1105.879150390625
2025-07-30,1109.75830078125
2025-07-31,1117.814697265625
2025-08-01,1132.137451171875
2025-08-04,1132.5849609375
2025-08-05,1127.5621337890625
2025-08-06,1110.6534423828125
2025-08-07,1111.300048828125
2025-08-08,1090.6116943359375
2025-08-11,1099.0660400390625
2025-08-12,1085.2406005859375
2025-08-13,1091.009521484375
2025-08-14,1083.5498046875
2025-08-18,1137.9560546875
2025-08-19,1155.1630859375
2025-08-20,1183.907958984375
2025-08-21,1173.0665283203125
2025-08-22,1156.655029296875
2025-08-25,1146.8082275390625
2025-08-26,1155.958740234375
2025-08-28,1156.15771484375
2025-08-29,1149.990966796875
2025-09-01,1168.0933837890625
2025-09-02,1194.4510498046875
2025-09-03,1188.3837890625
2025-09-04,1206.088134765625
2025-09-05,1202.0101318359375
2025-09-08,1181.32177734375
2025-09-09,1195.7440185546875
2025-09-10,1210.9619140625
2025-09-11,1214.244140625
2025-09-12,1211.061279296875
2025-09-15,1205.9886474609375
2025-09-16,1197.7332763671875
2025-09-17,1197.832763671875
2025-09-18,1202.60693359375
2025-09-19,1188.0853271484375
2025-09-22,1181.918701171875
2025-09-23,1162.1256103515625
2025-09-24,1172.270751953125
2025-09-25,1167.1981201171875
2025-09-26,1156.356689453125
2025-09-29,1146.3109130859375
2025-09-30,1146.708740234375
2025-10-01,1160.1363525390625
2025-10-03,1163.6175537109375
2025-10-06,1175.35400390625
2025-10-07,1170.48046875
2025-10-08,1174.1605224609375
2025-10-09,1181.42138671875
2025-10-10,1193.0584716796875
2025-10-13,1181.7197265625
2025-10-14,1169.1873779296875
2025-10-15,1214.8409423828125
2025-10-16,1269.7445068359375
2025-10-17,1282.5751953125
2025-10-20,1278.4971923828125
2025-10-21,1280.3870849609375
2025-10-23,1265.9649658203125
2025-10-24,1275.115478515625
2025-10-27,1276.110107421875
2025-10-28,1264.174560546875
2025-10-29,1266.163818359375
2025-10-30,1273.0267333984375
2025-10-31,1264.7713623046875
2025-11-03,1259.8975830078125
2025-11-04,1258.206787109375
2025-11-06,1259.30078125
2025-11-07,1255.9190673828125
2025-11-10,1256.1180419921875
2025-11-11,1261.2901611328125
2025-11-12,1271.3358154296875
2025-11-13,1268.3519287109375
2025-11-14,1264.7713623046875
2025-11-17,1263.4783935546875
2025-11-18,1258.30615234375
2025-11-19,1272.131591796875
2025-11-20,1272.3304443359375
2025-11-21,1273.8223876953125
2025-11-24,1262.3841552734375
2025-11-25,1256.4163818359375
2025-11-26,1269.9434814453125
2025-11-27,1259.5992431640625
2025-11-28,1254.32763671875
2025-12-01,1253.830322265625
2025-12-02,1252.1395263671875
2025-12-03,1235.2308349609375
2025-12-04,1235.7281494140625
2025-12-05,1240.2039794921875
2025-12-08,1208.2763671875
2025-12-09,1209.27099609375
2025-12-10,1202.805908203125
2025-12-11,1208.4752197265625
2025-12-12,1231.650146484375
2025-12-15,1236.822265625
2025-12-16,1233.937744140625
2025-12-17,1227.969970703125
2025-12-18,1226.8759765625
2025-12-19,1237.7174072265625
2025-12-22,1250.4486083984375
2025-12-23,1249.75244140625
2025-12-24,1252.9351806640625
2025-12-26,1265.7659912109375
2025-12-29,1273.126220703125
2025-12-30,1267.2579345703125
2025-12-31,1281.083251953125
2026-01-01,1288.045654296875
2026-01-02,1272.8277587890625
2026-01-05,1307.5404052734375
2026-01-06,1312.81201171875
2026-01-07,1307.7393798828125
2026-01-08,1299.8818359375
2026-01-09,1292.1236572265625
2026-01-12,1305.352294921875
2026-01-13,1311.618408203125
2026-01-14,1300.0806884765625
2026-01-15,1300.0806884765625
2026-01-16,1308.83349609375
2026-01-19,1308.5350341796875
2026-01-20,1288.7418212890625
2026-01-21,1276.3089599609375
2026-01-22,1298.986572265625
2026-01-23,1286.8521728515625
2026-01-27,1296.3011474609375
2026-01-28,1285.4595947265625
2026-01-29,1280.9837646484375
2026-01-30,1325.244873046875
2026-02-02,1301.2742919921875
2026-02-03,1300.975830078125
2026-02-04,1296.2015380859375
2026-02-05,1296.5
2026-02-06,1303.300048828125
2026-02-09,1295.5999755859375
2026-02-10,1308.5999755859375
2026-02-11,1305.300048828125
2026-02-12,1305.5
2026-02-13,1282.5999755859375
2026-02-16,1289.800048828125
2026-02-17,1285.300048828125
2026-02-18,1300.9000244140625
2026-02-19,1278.5
2026-02-20,1293.800048828125
2026-02-23,1315.0999755859375
2026-02-24,1320.0
2026-02-25,1323.4000244140625
2026-02-26,1318.0
2026-02-27,1291.699951171875
2026-03-02,1279.699951171875
2026-03-04,1245.300048828125
2026-03-05,1250.9000244140625
2026-03-06,1252.4000244140625
2026-03-09,1235.800048828125
2026-03-10,1241.199951171875
2026-03-11,1233.699951171875
2026-03-12,1220.800048828125
2026-03-13,1202.199951171875
2026-03-16,1213.4000244140625
2026-03-17,1206.9000244140625
2026-03-18,1204.800048828125
2026-03-19,1186.300048828125
2026-03-20,1193.5999755859375
2026-03-23,1166.800048828125
2026-03-24,1183.199951171875
2026-03-25,1204.0999755859375
